,mean,sd,hdi_3%,hdi_97%
"chol_corr[6, 30]",0.182,0.133,-0.058,0.439
"chol_corr[6, 31]",0.163,0.146,-0.105,0.408
"chol_corr[6, 32]",0.063,0.149,-0.203,0.356
"chol_corr[6, 33]",-0.098,0.125,-0.321,0.139
"chol_corr[6, 34]",0.02,0.149,-0.254,0.29
"chol_corr[6, 35]",-0.076,0.146,-0.335,0.202
"chol_corr[6, 36]",-0.072,0.136,-0.33,0.163
"chol_corr[6, 37]",-0.124,0.138,-0.37,0.14
"chol_corr[6, 38]",-0.054,0.142,-0.306,0.227
"chol_corr[6, 39]",0.062,0.128,-0.186,0.288
"chol_corr[7, 0]",0.024,0.158,-0.252,0.335
"chol_corr[7, 1]",0.011,0.146,-0.262,0.284
"chol_corr[7, 2]",-0.027,0.145,-0.274,0.259
"chol_corr[7, 3]",0.018,0.156,-0.276,0.293
"chol_corr[7, 4]",-0.034,0.144,-0.316,0.222
"chol_corr[7, 5]",0.07,0.139,-0.187,0.321
"chol_corr[7, 6]",-0.207,0.143,-0.47,0.074
"chol_corr[7, 7]",1.0,0.0,1.0,1.0
"chol_corr[7, 8]",-0.002,0.15,-0.283,0.279
"chol_corr[7, 9]",-0.041,0.131,-0.28,0.209
"chol_corr[7, 10]",0.009,0.147,-0.281,0.27
"chol_corr[7, 11]",-0.017,0.146,-0.295,0.253
"chol_corr[7, 12]",0.11,0.136,-0.146,0.352
"chol_corr[7, 13]",-0.006,0.163,-0.304,0.298
"chol_corr[7, 14]",0.017,0.14,-0.237,0.28
"chol_corr[7, 15]",-0.066,0.15,-0.336,0.223
"chol_corr[7, 16]",0.035,0.149,-0.226,0.31
"chol_corr[7, 17]",0.097,0.142,-0.161,0.362
"chol_corr[7, 18]",-0.01,0.155,-0.301,0.273
"chol_corr[7, 19]",-0.03,0.149,-0.324,0.228
"chol_corr[7, 20]",0.018,0.148,-0.265,0.281
"chol_corr[7, 21]",-0.051,0.168,-0.355,0.238
"chol_corr[7, 22]",-0.027,0.143,-0.275,0.263
"chol_corr[7, 23]",-0.053,0.151,-0.34,0.204
"chol_corr[7, 24]",-0.003,0.155,-0.291,0.279
"chol_corr[7, 25]",0.084,0.15,-0.18,0.388
"chol_corr[7, 26]",-0.012,0.141,-0.294,0.239
"chol_corr[7, 27]",-0.052,0.152,-0.321,0.242
"chol_corr[7, 28]",0.05,0.16,-0.254,0.34
"chol_corr[7, 29]",-0.05,0.134,-0.288,0.212
"chol_corr[7, 30]",0.019,0.146,-0.228,0.302
"chol_corr[7, 31]",0.076,0.148,-0.201,0.364
"chol_corr[7, 32]",0.014,0.151,-0.272,0.285
"chol_corr[7, 33]",-0.065,0.132,-0.313,0.188
"chol_corr[7, 34]",0.002,0.15,-0.268,0.292
"chol_corr[7, 35]",0.089,0.165,-0.213,0.397
"chol_corr[7, 36]",0.079,0.139,-0.171,0.361
"chol_corr[7, 37]",0.041,0.147,-0.24,0.305
"chol_corr[7, 38]",-0.01,0.148,-0.282,0.252
"chol_corr[7, 39]",-0.049,0.139,-0.278,0.228
"chol_corr[8, 0]",-0.011,0.14,-0.264,0.258
"chol_corr[8, 1]",0.001,0.143,-0.26,0.264
"chol_corr[8, 2]",0.009,0.153,-0.27,0.294
"chol_corr[8, 3]",-0.01,0.157,-0.307,0.255
"chol_corr[8, 4]",-0.025,0.149,-0.288,0.254
"chol_corr[8, 5]",-0.073,0.137,-0.311,0.2
"chol_corr[8, 6]",0.051,0.141,-0.222,0.325
"chol_corr[8, 7]",-0.002,0.15,-0.283,0.279
"chol_corr[8, 8]",1.0,0.0,1.0,1.0
"chol_corr[8, 9]",0.07,0.137,-0.2,0.32
"chol_corr[8, 10]",0.002,0.147,-0.272,0.264
"chol_corr[8, 11]",-0.02,0.152,-0.314,0.267
"chol_corr[8, 12]",0.029,0.141,-0.219,0.32
"chol_corr[8, 13]",0.005,0.16,-0.296,0.299
"chol_corr[8, 14]",0.099,0.144,-0.179,0.361
"chol_corr[8, 15]",0.019,0.146,-0.277,0.257
"chol_corr[8, 16]",0.022,0.155,-0.262,0.306
"chol_corr[8, 17]",0.064,0.155,-0.236,0.326
"chol_corr[8, 18]",-0.03,0.153,-0.327,0.23
"chol_corr[8, 19]",-0.015,0.147,-0.273,0.268
"chol_corr[8, 20]",0.004,0.153,-0.278,0.287
"chol_corr[8, 21]",0.056,0.181,-0.259,0.384
"chol_corr[8, 22]",-0.046,0.149,-0.316,0.231
"chol_corr[8, 23]",0.015,0.159,-0.306,0.284
"chol_corr[8, 24]",0.003,0.148,-0.285,0.262
"chol_corr[8, 25]",0.045,0.162,-0.226,0.344
"chol_corr[8, 26]",-0.016,0.147,-0.287,0.267
"chol_corr[8, 27]",0.028,0.148,-0.246,0.317
"chol_corr[8, 28]",0.023,0.142,-0.252,0.287
"chol_corr[8, 29]",0.061,0.144,-0.214,0.337
"chol_corr[8, 30]",0.025,0.138,-0.23,0.288
"chol_corr[8, 31]",0.032,0.158,-0.242,0.338
"chol_corr[8, 32]",0.015,0.149,-0.278,0.273
"chol_corr[8, 33]",-0.099,0.158,-0.362,0.23
"chol_corr[8, 34]",-0.044,0.161,-0.343,0.244
"chol_corr[8, 35]",0.001,0.15,-0.297,0.263
"chol_corr[8, 36]",0.008,0.149,-0.266,0.294
"chol_corr[8, 37]",-0.025,0.154,-0.296,0.282
"chol_corr[8, 38]",0.001,0.143,-0.282,0.255
"chol_corr[8, 39]",-0.016,0.151,-0.274,0.265
"chol_corr[9, 0]",0.026,0.148,-0.247,0.29
"chol_corr[9, 1]",-0.034,0.139,-0.3,0.232
"chol_corr[9, 2]",0.089,0.133,-0.153,0.348
"chol_corr[9, 3]",0.004,0.145,-0.241,0.297
"chol_corr[9, 4]",0.073,0.173,-0.263,0.391
"chol_corr[9, 5]",-0.21,0.13,-0.445,0.033
"chol_corr[9, 6]",0.328,0.136,0.079,0.588
"chol_corr[9, 7]",-0.041,0.131,-0.28,0.209
"chol_corr[9, 8]",0.07,0.137,-0.2,0.32
"chol_corr[9, 9]",1.0,0.0,1.0,1.0
"chol_corr[9, 10]",-0.011,0.152,-0.284,0.271
"chol_corr[9, 11]",0.027,0.154,-0.285,0.295
"chol_corr[9, 12]",-0.162,0.143,-0.426,0.113
"chol_corr[9, 13]",0.022,0.143,-0.26,0.273
"chol_corr[9, 14]",0.124,0.138,-0.143,0.369
"chol_corr[9, 15]",-0.015,0.14,-0.261,0.253
"chol_corr[9, 16]",-0.034,0.145,-0.304,0.224
"chol_corr[9, 17]",-0.044,0.129,-0.298,0.189
"chol_corr[9, 18]",-0.003,0.147,-0.276,0.274
"chol_corr[9, 19]",0.051,0.132,-0.193,0.292
"chol_corr[9, 20]",-0.037,0.145,-0.315,0.221
"chol_corr[9, 21]",-0.008,0.149,-0.289,0.239
"chol_corr[9, 22]",-0.016,0.154,-0.298,0.274
"chol_corr[9, 23]",0.04,0.133,-0.202,0.291
"chol_corr[9, 24]",-0.02,0.15,-0.286,0.258
"chol_corr[9, 25]",-0.004,0.154,-0.288,0.3
"chol_corr[9, 26]",-0.007,0.143,-0.29,0.245
"chol_corr[9, 27]",0.118,0.13,-0.132,0.348
"chol_corr[9, 28]",-0.084,0.147,-0.365,0.187
"chol_corr[9, 29]",0.13,0.135,-0.119,0.375
"chol_corr[9, 30]",0.181,0.133,-0.087,0.409
"chol_corr[9, 31]",0.121,0.136,-0.136,0.372
"chol_corr[9, 32]",0.035,0.151,-0.249,0.302
"chol_corr[9, 33]",-0.094,0.125,-0.325,0.137
"chol_corr[9, 34]",-0.008,0.147,-0.282,0.272
"chol_corr[9, 35]",-0.044,0.143,-0.313,0.22
"chol_corr[9, 36]",-0.071,0.141,-0.325,0.191
"chol_corr[9, 37]",-0.156,0.142,-0.427,0.096
"chol_corr[9, 38]",-0.054,0.143,-0.312,0.209
"chol_corr[9, 39]",0.07,0.13,-0.18,0.3
"chol_corr[10, 0]",0.007,0.147,-0.274,0.263
"chol_corr[10, 1]",0.003,0.149,-0.283,0.267
"chol_corr[10, 2]",0.01,0.151,-0.258,0.299
"chol_corr[10, 3]",0.003,0.152,-0.29,0.276
"chol_corr[10, 4]",-0.0,0.146,-0.291,0.252
"chol_corr[10, 5]",-0.02,0.145,-0.303,0.255
"chol_corr[10, 6]",0.019,0.145,-0.257,0.285
"chol_corr[10, 7]",0.009,0.147,-0.281,0.27
"chol_corr[10, 8]",0.002,0.147,-0.272,0.264
"chol_corr[10, 9]",-0.011,0.152,-0.284,0.271
"chol_corr[10, 10]",1.0,0.0,1.0,1.0
"chol_corr[10, 11]",0.007,0.153,-0.282,0.287
"chol_corr[10, 12]",-0.027,0.154,-0.329,0.239
"chol_corr[10, 13]",-0.003,0.146,-0.275,0.27
"chol_corr[10, 14]",-0.015,0.151,-0.289,0.262
"chol_corr[10, 15]",0.011,0.156,-0.25,0.332
"chol_corr[10, 16]",0.011,0.15,-0.265,0.291
"chol_corr[10, 17]",-0.022,0.162,-0.324,0.256
"chol_corr[10, 18]",-0.017,0.156,-0.307,0.268
"chol_corr[10, 19]",0.035,0.152,-0.246,0.307
"chol_corr[10, 20]",-0.0,0.153,-0.288,0.283
"chol_corr[10, 21]",0.002,0.136,-0.259,0.258
"chol_corr[10, 22]",-0.009,0.16,-0.329,0.278
"chol_corr[10, 23]",-0.013,0.147,-0.299,0.243
"chol_corr[10, 24]",-0.014,0.152,-0.293,0.257
"chol_corr[10, 25]",-0.001,0.147,-0.258,0.282
"chol_corr[10, 26]",-0.013,0.151,-0.285,0.276
"chol_corr[10, 27]",-0.0,0.151,-0.311,0.26
"chol_corr[10, 28]",0.015,0.156,-0.306,0.273
"chol_corr[10, 29]",-0.004,0.146,-0.294,0.247
"chol_corr[10, 30]",-0.033,0.15,-0.331,0.232
"chol_corr[10, 31]",-0.028,0.15,-0.309,0.255
"chol_corr[10, 32]",0.008,0.161,-0.286,0.296
"chol_corr[10, 33]",-0.007,0.154,-0.307,0.269
"chol_corr[10, 34]",0.016,0.148,-0.258,0.296
"chol_corr[10, 35]",0.003,0.154,-0.289,0.293
"chol_corr[10, 36]",-0.011,0.149,-0.279,0.267
"chol_corr[10, 37]",0.013,0.147,-0.271,0.288
"chol_corr[10, 38]",0.012,0.151,-0.266,0.284
"chol_corr[10, 39]",-0.019,0.148,-0.303,0.235
"chol_corr[11, 0]",-0.003,0.141,-0.26,0.262
"chol_corr[11, 1]",-0.004,0.165,-0.31,0.282
"chol_corr[11, 2]",-0.009,0.141,-0.285,0.246
"chol_corr[11, 3]",-0.013,0.145,-0.263,0.272
"chol_corr[11, 4]",0.011,0.152,-0.256,0.302
"chol_corr[11, 5]",0.024,0.151,-0.251,0.291
"chol_corr[11, 6]",0.008,0.142,-0.244,0.288
"chol_corr[11, 7]",-0.017,0.146,-0.295,0.253
"chol_corr[11, 8]",-0.02,0.152,-0.314,0.267
"chol_corr[11, 9]",0.027,0.154,-0.285,0.295
"chol_corr[11, 10]",0.007,0.153,-0.282,0.287
"chol_corr[11, 11]",1.0,0.0,1.0,1.0
"chol_corr[11, 12]",0.042,0.152,-0.217,0.325
"chol_corr[11, 13]",0.016,0.156,-0.255,0.328
"chol_corr[11, 14]",-0.02,0.145,-0.258,0.276
"chol_corr[11, 15]",-0.043,0.154,-0.337,0.236
"chol_corr[11, 16]",0.015,0.151,-0.251,0.3
"chol_corr[11, 17]",0.005,0.153,-0.255,0.327
"chol_corr[11, 18]",0.016,0.149,-0.241,0.302
"chol_corr[11, 19]",-0.026,0.158,-0.318,0.264
"chol_corr[11, 20]",-0.026,0.153,-0.319,0.244
"chol_corr[11, 21]",0.009,0.151,-0.243,0.316
"chol_corr[11, 22]",0.004,0.15,-0.28,0.273
"chol_corr[11, 23]",0.011,0.154,-0.304,0.281
"chol_corr[11, 24]",-0.001,0.154,-0.299,0.278
"chol_corr[11, 25]",-0.033,0.147,-0.311,0.236
"chol_corr[11, 26]",0.009,0.155,-0.285,0.296
"chol_corr[11, 27]",-0.023,0.152,-0.299,0.26
"chol_corr[11, 28]",-0.021,0.149,-0.329,0.232
"chol_corr[11, 29]",-0.006,0.145,-0.263,0.281
"chol_corr[11, 30]",0.002,0.145,-0.246,0.302
"chol_corr[11, 31]",-0.009,0.146,-0.281,0.266
"chol_corr[11, 32]",-0.005,0.15,-0.286,0.273
"chol_corr[11, 33]",-0.007,0.138,-0.273,0.247
"chol_corr[11, 34]",0.007,0.143,-0.272,0.267
"chol_corr[11, 35]",-0.007,0.153,-0.303,0.265
"chol_corr[11, 36]",0.016,0.15,-0.274,0.281
"chol_corr[11, 37]",-0.014,0.162,-0.292,0.288
"chol_corr[11, 38]",0.021,0.162,-0.285,0.318
"chol_corr[11, 39]",0.009,0.141,-0.266,0.263
"chol_corr[12, 0]",-0.025,0.145,-0.284,0.254
"chol_corr[12, 1]",0.04,0.157,-0.231,0.368
"chol_corr[12, 2]",-0.101,0.145,-0.385,0.163
"chol_corr[12, 3]",-0.039,0.149,-0.293,0.268
"chol_corr[12, 4]",-0.02,0.157,-0.342,0.244
"chol_corr[12, 5]",0.083,0.142,-0.206,0.335
"chol_corr[12, 6]",-0.052,0.122,-0.287,0.18
"chol_corr[12, 7]",0.11,0.136,-0.146,0.352
"chol_corr[12, 8]",0.029,0.141,-0.219,0.32
"chol_corr[12, 9]",-0.162,0.143,-0.426,0.113
"chol_corr[12, 10]",-0.027,0.154,-0.329,0.239
"chol_corr[12, 11]",0.042,0.152,-0.217,0.325
"chol_corr[12, 12]",1.0,0.0,1.0,1.0
"chol_corr[12, 13]",-0.011,0.147,-0.294,0.248
"chol_corr[12, 14]",-0.026,0.142,-0.287,0.239
"chol_corr[12, 15]",-0.098,0.147,-0.351,0.206
"chol_corr[12, 16]",-0.033,0.151,-0.291,0.268
"chol_corr[12, 17]",0.015,0.138,-0.254,0.26
"chol_corr[12, 18]",-0.067,0.152,-0.345,0.215
"chol_corr[12, 19]",-0.079,0.135,-0.329,0.181
"chol_corr[12, 20]",0.026,0.15,-0.254,0.301
"chol_corr[12, 21]",-0.014,0.156,-0.312,0.262
"chol_corr[12, 22]",-0.054,0.158,-0.368,0.213
"chol_corr[12, 23]",-0.126,0.184,-0.494,0.172
"chol_corr[12, 24]",-0.032,0.146,-0.319,0.222
"chol_corr[12, 25]",-0.006,0.147,-0.291,0.251
"chol_corr[12, 26]",-0.054,0.158,-0.366,0.242
"chol_corr[12, 27]",-0.061,0.141,-0.314,0.209
"chol_corr[12, 28]",0.036,0.143,-0.222,0.305
"chol_corr[12, 29]",-0.075,0.132,-0.307,0.191
"chol_corr[12, 30]",-0.028,0.163,-0.342,0.256
"chol_corr[12, 31]",-0.019,0.144,-0.284,0.24
"chol_corr[12, 32]",-0.11,0.165,-0.425,0.209
"chol_corr[12, 33]",-0.176,0.13,-0.435,0.049
"chol_corr[12, 34]",-0.056,0.153,-0.329,0.239
"chol_corr[12, 35]",0.089,0.146,-0.177,0.368
"chol_corr[12, 36]",-0.016,0.139,-0.265,0.243
"chol_corr[12, 37]",-0.001,0.146,-0.268,0.28
"chol_corr[12, 38]",0.029,0.151,-0.257,0.277
"chol_corr[12, 39]",-0.089,0.134,-0.332,0.157
"chol_corr[13, 0]",-0.036,0.154,-0.301,0.258
"chol_corr[13, 1]",0.011,0.149,-0.267,0.298
"chol_corr[13, 2]",-0.034,0.148,-0.314,0.226
"chol_corr[13, 3]",-0.01,0.137,-0.255,0.254
"chol_corr[13, 4]",0.029,0.155,-0.251,0.342
"chol_corr[13, 5]",-0.017,0.147,-0.284,0.271
"chol_corr[13, 6]",0.024,0.145,-0.251,0.286
"chol_corr[13, 7]",-0.006,0.163,-0.304,0.298
"chol_corr[13, 8]",0.005,0.16,-0.296,0.299
"chol_corr[13, 9]",0.022,0.143,-0.26,0.273
"chol_corr[13, 10]",-0.003,0.146,-0.275,0.27
"chol_corr[13, 11]",0.016,0.156,-0.255,0.328
"chol_corr[13, 12]",-0.011,0.147,-0.294,0.248
"chol_corr[13, 13]",1.0,0.0,1.0,1.0
"chol_corr[13, 14]",0.049,0.158,-0.229,0.343
"chol_corr[13, 15]",0.008,0.158,-0.27,0.325
"chol_corr[13, 16]",-0.014,0.153,-0.278,0.28
"chol_corr[13, 17]",0.038,0.16,-0.239,0.323
"chol_corr[13, 18]",-0.002,0.145,-0.276,0.272
"chol_corr[13, 19]",-0.086,0.156,-0.37,0.208
"chol_corr[13, 20]",-0.012,0.147,-0.279,0.268
"chol_corr[13, 21]",-0.038,0.151,-0.311,0.241
"chol_corr[13, 22]",-0.022,0.152,-0.306,0.256
"chol_corr[13, 23]",0.04,0.152,-0.237,0.337
"chol_corr[13, 24]",-0.003,0.154,-0.287,0.279
"chol_corr[13, 25]",-0.009,0.146,-0.286,0.257
"chol_corr[13, 26]",-0.006,0.145,-0.276,0.272
"chol_corr[13, 27]",-0.023,0.148,-0.307,0.232
"chol_corr[13, 28]",-0.01,0.143,-0.281,0.243
"chol_corr[13, 29]",-0.021,0.16,-0.323,0.257
"chol_corr[13, 30]",0.006,0.136,-0.249,0.257
"chol_corr[13, 31]",0.034,0.148,-0.256,0.292
"chol_corr[13, 32]",-0.013,0.15,-0.308,0.262
"chol_corr[13, 33]",-0.077,0.148,-0.355,0.192
"chol_corr[13, 34]",0.015,0.16,-0.293,0.315
"chol_corr[13, 35]",-0.013,0.149,-0.296,0.263
"chol_corr[13, 36]",0.068,0.172,-0.245,0.38
"chol_corr[13, 37]",-0.007,0.152,-0.299,0.28
"chol_corr[13, 38]",-0.012,0.157,-0.302,0.288
"chol_corr[13, 39]",-0.033,0.153,-0.324,0.251
"chol_corr[14, 0]",-0.029,0.151,-0.293,0.255
"chol_corr[14, 1]",0.002,0.144,-0.278,0.247
"chol_corr[14, 2]",-0.005,0.146,-0.278,0.267
"chol_corr[14, 3]",-0.032,0.148,-0.32,0.229
"chol_corr[14, 4]",0.031,0.149,-0.245,0.312
"chol_corr[14, 5]",-0.134,0.141,-0.388,0.132
"chol_corr[14, 6]",0.188,0.125,-0.041,0.435
"chol_corr[14, 7]",0.017,0.14,-0.237,0.28
"chol_corr[14, 8]",0.099,0.144,-0.179,0.361
"chol_corr[14, 9]",0.124,0.138,-0.143,0.369
"chol_corr[14, 10]",-0.015,0.151,-0.289,0.262
"chol_corr[14, 11]",-0.02,0.145,-0.258,0.276
"chol_corr[14, 12]",-0.026,0.142,-0.287,0.239
"chol_corr[14, 13]",0.049,0.158,-0.229,0.343
"chol_corr[14, 14]",1.0,0.0,1.0,1.0
"chol_corr[14, 15]",0.079,0.147,-0.185,0.347
"chol_corr[14, 16]",0.006,0.144,-0.29,0.249
"chol_corr[14, 17]",0.11,0.14,-0.138,0.384
"chol_corr[14, 18]",-0.056,0.149,-0.318,0.223
"chol_corr[14, 19]",-0.042,0.146,-0.31,0.23
"chol_corr[14, 20]",0.003,0.15,-0.278,0.269
"chol_corr[14, 21]",-0.02,0.153,-0.291,0.267
"chol_corr[14, 22]",-0.057,0.154,-0.358,0.214
"chol_corr[14, 23]",0.029,0.136,-0.248,0.273
"chol_corr[14, 24]",0.002,0.139,-0.255,0.267
"chol_corr[14, 25]",0.049,0.144,-0.231,0.309
"chol_corr[14, 26]",-0.042,0.163,-0.345,0.28
"chol_corr[14, 27]",0.085,0.139,-0.16,0.342
"chol_corr[14, 28]",-0.005,0.139,-0.285,0.242
"chol_corr[14, 29]",0.148,0.131,-0.119,0.394
"chol_corr[14, 30]",0.112,0.138,-0.159,0.356
"chol_corr[14, 31]",0.084,0.149,-0.2,0.339
"chol_corr[14, 32]",0.012,0.145,-0.248,0.31
"chol_corr[14, 33]",-0.154,0.136,-0.39,0.124
"chol_corr[14, 34]",-0.017,0.144,-0.318,0.236
"chol_corr[14, 35]",-0.013,0.151,-0.303,0.27
"chol_corr[14, 36]",0.03,0.134,-0.222,0.28
"chol_corr[14, 37]",-0.049,0.153,-0.315,0.243
"chol_corr[14, 38]",-0.007,0.155,-0.269,0.315
"chol_corr[14, 39]",-0.073,0.137,-0.334,0.168
"chol_corr[15, 0]",0.01,0.148,-0.287,0.265
"chol_corr[15, 1]",-0.027,0.153,-0.312,0.251
"chol_corr[15, 2]",0.084,0.14,-0.169,0.343
"chol_corr[15, 3]",-0.013,0.151,-0.291,0.267
"chol_corr[15, 4]",0.005,0.151,-0.265,0.309
"chol_corr[15, 5]",-0.137,0.133,-0.38,0.115
"chol_corr[15, 6]",0.129,0.129,-0.125,0.363
"chol_corr[15, 7]",-0.066,0.15,-0.336,0.223
"chol_corr[15, 8]",0.019,0.146,-0.277,0.257
"chol_corr[15, 9]",-0.015,0.14,-0.261,0.253
"chol_corr[15, 10]",0.011,0.156,-0.25,0.332
"chol_corr[15, 11]",-0.043,0.154,-0.337,0.236
"chol_corr[15, 12]",-0.098,0.147,-0.351,0.206
"chol_corr[15, 13]",0.008,0.158,-0.27,0.325
"chol_corr[15, 14]",0.079,0.147,-0.185,0.347
"chol_corr[15, 15]",1.0,0.0,1.0,1.0
"chol_corr[15, 16]",0.012,0.143,-0.247,0.289
"chol_corr[15, 17]",0.026,0.149,-0.272,0.287
"chol_corr[15, 18]",-0.003,0.149,-0.287,0.272
"chol_corr[15, 19]",0.051,0.139,-0.188,0.337
"chol_corr[15, 20]",-0.044,0.161,-0.348,0.252
"chol_corr[15, 21]",0.014,0.141,-0.261,0.256
"chol_corr[15, 22]",-0.028,0.155,-0.306,0.268
"chol_corr[15, 23]",0.04,0.15,-0.239,0.306
"chol_corr[15, 24]",0.007,0.16,-0.259,0.331
"chol_corr[15, 25]",-0.03,0.141,-0.273,0.254
"chol_corr[15, 26]",-0.017,0.148,-0.267,0.28
"chol_corr[15, 27]",0.114,0.143,-0.164,0.377
"chol_corr[15, 28]",0.013,0.148,-0.246,0.286
"chol_corr[15, 29]",0.131,0.141,-0.127,0.406
"chol_corr[15, 30]",0.063,0.149,-0.211,0.329
"chol_corr[15, 31]",0.022,0.137,-0.256,0.275
"chol_corr[15, 32]",0.063,0.156,-0.228,0.357
"chol_corr[15, 33]",-0.013,0.131,-0.256,0.229
"chol_corr[15, 34]",-0.01,0.154,-0.291,0.282
"chol_corr[15, 35]",-0.039,0.15,-0.317,0.232
"chol_corr[15, 36]",-0.017,0.144,-0.301,0.237
"chol_corr[15, 37]",-0.066,0.14,-0.326,0.191
"chol_corr[15, 38]",-0.001,0.144,-0.255,0.276
"chol_corr[15, 39]",0.038,0.145,-0.222,0.302
"chol_corr[16, 0]",0.039,0.164,-0.251,0.334
"chol_corr[16, 1]",0.04,0.146,-0.251,0.282
"chol_corr[16, 2]",0.015,0.154,-0.251,0.306
"chol_corr[16, 3]",-0.025,0.144,-0.292,0.234
"chol_corr[16, 4]",-0.002,0.143,-0.268,0.268
"chol_corr[16, 5]",0.004,0.14,-0.252,0.263
"chol_corr[16, 6]",-0.025,0.138,-0.275,0.246
"chol_corr[16, 7]",0.035,0.149,-0.226,0.31
"chol_corr[16, 8]",0.022,0.155,-0.262,0.306
"chol_corr[16, 9]",-0.034,0.145,-0.304,0.224
"chol_corr[16, 10]",0.011,0.15,-0.265,0.291
"chol_corr[16, 11]",0.015,0.151,-0.251,0.3
"chol_corr[16, 12]",-0.033,0.151,-0.291,0.268
"chol_corr[16, 13]",-0.014,0.153,-0.278,0.28
"chol_corr[16, 14]",0.006,0.144,-0.29,0.249
"chol_corr[16, 15]",0.012,0.143,-0.247,0.289
"chol_corr[16, 16]",1.0,0.0,1.0,1.0
"chol_corr[16, 17]",0.03,0.138,-0.217,0.302
"chol_corr[16, 18]",-0.03,0.143,-0.317,0.233
"chol_corr[16, 19]",-0.04,0.145,-0.295,0.254
"chol_corr[16, 20]",0.009,0.151,-0.271,0.294
"chol_corr[16, 21]",0.034,0.142,-0.23,0.297
"chol_corr[16, 22]",-0.055,0.153,-0.337,0.229
"chol_corr[16, 23]",0.051,0.155,-0.235,0.34
"chol_corr[16, 24]",-0.002,0.154,-0.304,0.264
"chol_corr[16, 25]",0.009,0.15,-0.261,0.271
"chol_corr[16, 26]",0.009,0.158,-0.275,0.283
"chol_corr[16, 27]",-0.074,0.168,-0.35,0.267
"chol_corr[16, 28]",-0.004,0.147,-0.279,0.262
"chol_corr[16, 29]",-0.044,0.149,-0.339,0.223
"chol_corr[16, 30]",-0.034,0.151,-0.318,0.236
"chol_corr[16, 31]",0.04,0.144,-0.218,0.308
"chol_corr[16, 32]",0.007,0.146,-0.293,0.256
"chol_corr[16, 33]",-0.04,0.133,-0.297,0.21
"chol_corr[16, 34]",-0.02,0.157,-0.313,0.266
"chol_corr[16, 35]",0.011,0.151,-0.266,0.309
"chol_corr[16, 36]",-0.018,0.139,-0.274,0.251
"chol_corr[16, 37]",-0.048,0.148,-0.309,0.236
"chol_corr[16, 38]",0.014,0.151,-0.248,0.314
"chol_corr[16, 39]",-0.062,0.143,-0.342,0.183
"chol_corr[17, 0]",-0.063,0.144,-0.319,0.218
"chol_corr[17, 1]",-0.015,0.152,-0.28,0.28
"chol_corr[17, 2]",0.014,0.144,-0.272,0.285
"chol_corr[17, 3]",-0.042,0.14,-0.309,0.223
"chol_corr[17, 4]",-0.024,0.14,-0.284,0.246
"chol_corr[17, 5]",-0.078,0.138,-0.312,0.198
"chol_corr[17, 6]",0.087,0.133,-0.164,0.323
"chol_corr[17, 7]",0.097,0.142,-0.161,0.362
"chol_corr[17, 8]",0.064,0.155,-0.236,0.326
"chol_corr[17, 9]",-0.044,0.129,-0.298,0.189
"chol_corr[17, 10]",-0.022,0.162,-0.324,0.256
"chol_corr[17, 11]",0.005,0.153,-0.255,0.327
"chol_corr[17, 12]",0.015,0.138,-0.254,0.26
"chol_corr[17, 13]",0.038,0.16,-0.239,0.323
"chol_corr[17, 14]",0.11,0.14,-0.138,0.384
"chol_corr[17, 15]",0.026,0.149,-0.272,0.287
"chol_corr[17, 16]",0.03,0.138,-0.217,0.302
"chol_corr[17, 17]",1.0,0.0,1.0,1.0
"chol_corr[17, 18]",-0.096,0.155,-0.402,0.169
"chol_corr[17, 19]",-0.135,0.153,-0.417,0.141
"chol_corr[17, 20]",0.078,0.157,-0.223,0.352
"chol_corr[17, 21]",0.009,0.145,-0.262,0.261
"chol_corr[17, 22]",-0.081,0.151,-0.36,0.204
"chol_corr[17, 23]",0.048,0.152,-0.249,0.322
"chol_corr[17, 24]",0.026,0.147,-0.25,0.3
"chol_corr[17, 25]",0.113,0.156,-0.159,0.416
"chol_corr[17, 26]",-0.029,0.148,-0.3,0.254
"chol_corr[17, 27]",0.019,0.147,-0.245,0.304
"chol_corr[17, 28]",0.132,0.174,-0.184,0.453
"chol_corr[17, 29]",-0.169,0.138,-0.415,0.105
"chol_corr[17, 30]",0.006,0.129,-0.233,0.237
"chol_corr[17, 31]",0.033,0.139,-0.232,0.29
"chol_corr[17, 32]",0.052,0.161,-0.251,0.338
"chol_corr[17, 33]",-0.354,0.128,-0.599,-0.12
"chol_corr[17, 34]",0.011,0.148,-0.26,0.287
"chol_corr[17, 35]",0.046,0.148,-0.217,0.326
"chol_corr[17, 36]",0.125,0.148,-0.14,0.399
"chol_corr[17, 37]",0.003,0.135,-0.249,0.248
"chol_corr[17, 38]",-0.038,0.146,-0.286,0.238
"chol_corr[17, 39]",-0.17,0.132,-0.407,0.087
"chol_corr[18, 0]",-0.003,0.148,-0.273,0.265
"chol_corr[18, 1]",-0.012,0.153,-0.321,0.255
"chol_corr[18, 2]",0.024,0.165,-0.256,0.363
"chol_corr[18, 3]",0.002,0.148,-0.268,0.281
"chol_corr[18, 4]",-0.008,0.166,-0.326,0.306
"chol_corr[18, 5]",0.021,0.143,-0.244,0.279
"chol_corr[18, 6]",0.013,0.15,-0.263,0.273
"chol_corr[18, 7]",-0.01,0.155,-0.301,0.273
